dtiTransId,duration,batch,totalQueryWeight,CRDTHitAndMatch,MarketDataMakeKeyBreakdown,DtsQueryBreakdown,RemoteServiceQueueWC,RemoteServiceCacheWaitWC,CacheMissBreakdownInMemory,CacheHitBreakdownInMemory,CacheOverheadWallClock,CacheOverheadTimings,CacheMissBreakdownRedis,CacheHitBreakdownRedis,totalCacheHitOrWaits,totalCacheMisses,totalNumNonBatched,portfolio,portfolio2,portfolio3,portfolio4,portfolio5,riskmodel,addPositionsByHoldings,addPositionsByHoldingsWithoutAggregation,"create SinglePortfolioContext",createDatedPortfolioContext,"destroy DatedPortfolioContext","destroy SinglePortfolioContext","get Factor exposures",getAssetFactorRiskContributions,getAssetReturnsByBarraIdsWithPriority,getAssetReturnsByMarketIdsWithPriority,getFactorReturn,getFactorTree,getIndexLevelData,getLightPortfolioWithLastUpdated,getModelDescriptors,getPortfolioAttributeValues,"getPortfolioAttributes list",getPortfolioLastUpdated,"getPortfolioPositions with PositionsReportSpec",getPositionsWithTnC,getPriceHistoryByBarraIdWithPriority,getPriceHistoryByMarketIdsWithPriority,getReportDispatcherReport,searchPortfolioTree,"userAttributeRmiSvc getAttributeProperties","singlePortfolioContextRmiSvc getPortfolioInstrumentReturn"
"79543a04-0464-496d-8d00-d024bebe093f",126,"Factor Risk Overview",,,,,,,,,,,,,97572,33355,,,,,,,,10,,27,27,27,27,,,,,,,,,,,,6,18,1,,,,52,,
"32310f31-61b9-47ec-90ee-bab32fb3950d",121,"Factor Risk Overview",,,,,,,,,,,,,100145,29024,,,,,,,,,,17,17,17,17,,,,,,,,,,,,6,17,,,,,34,,
"a9887468-125d-4e1e-87ad-0f9ef349c3f4",123,"Factor Risk Overview",,,,,,,,,,,,,5247,8011,,,,,,,,1,,2,2,2,2,,,,,,,,,,,,,1,,,,,4,,
"59c94b02-07bf-46fa-8f80-6390589e3a19",114,"Portfolio Summary-IBM",,,,,,,,,,,,,3300,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05e6ae82-1ce3-4785-a948-bb5ac8132a9c",117,"Factor Performance Attribution",,,,,,,,,,,,,1930787,36937,,,,,,,,6,,6,6,6,6,,,,,,,,,,,,,,,,,,,,6
"7b23dea7-9223-4e8d-9cf7-c4f8133314aa",107,"Return Attribution",,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99e949eb-51bd-4939-95c6-5598874c8499",113,"Factor Performance Attribution",,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bcd631fa-a6be-473a-bc45-e6cd442b3c45",106,"Factor Performance Attribution",,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87023269-ed8c-455c-b55e-4cbb142e7427",98,"Portfolio Summary-IBM",,,,,,,,,,,,,40172,35041,,,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,2
"175f61bb-c21d-4968-b2a6-223d2c60a706",91,"Portfolio Summary-IBM",,,,,,,,,,,,,5283,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
